"","name","pvalue","estimate","expression","BH"
"84","HALLMARK_COAGULATION",0.844388663155147,0.842443345913192,"Down",0.948751306915896
"85","HALLMARK_IL2_STAT5_SIGNALING",0.000224611798643157,2.38929238003211,"UP",0.00124784332579532
"86","HALLMARK_IL2_STAT5_SIGNALING",0.451463310110854,0.719152736446159,"Down",0.663916632515962
"87","HALLMARK_BILE_ACID_METABOLISM",0.489697214752566,0.550141523242842,"UP",0.680135020489675
"88","HALLMARK_BILE_ACID_METABOLISM",0.00543404877167526,2.57895016309279,"Down",0.0181134959055842
"89","HALLMARK_PEROXISOME",0.172719818634526,0.355386103224078,"UP",0.345439637269052
"90","HALLMARK_PEROXISOME",0.10889376824665,1.79928790676172,"Down",0.241220744283474
"91","HALLMARK_ALLOGRAFT_REJECTION",1.05324428324644e-06,3.12757061770097,"UP",8.10187910189569e-06
"92","HALLMARK_ALLOGRAFT_REJECTION",0.0576825110412088,0.433244400682763,"Down",0.147903874464638
"93","HALLMARK_SPERMATOGENESIS",0.627713458315312,0.616898795865898,"UP",0.8259387609412
"94","HALLMARK_SPERMATOGENESIS",0.809551949819572,1.06714371986815,"Down",0.940777457224463
"95","HALLMARK_KRAS_SIGNALING_UP",5.42083263517836e-10,3.63215016954422,"UP",9.0347210586306e-09
"96","HALLMARK_KRAS_SIGNALING_UP",0.469159287971585,0.739497081292081,"Down",0.670227554245121
"97","HALLMARK_KRAS_SIGNALING_DN",1,0.981920116443346,"UP",1
"98","HALLMARK_KRAS_SIGNALING_DN",0.204971524325855,1.54096027160335,"Down",0.394176008318952
"99","HALLMARK_PANCREAS_BETA_CELLS",0.0304092382845164,3.99435510370562,"UP",0.0868835379557611
"100","HALLMARK_PANCREAS_BETA_CELLS",1,0.796329326050299,"Down",1
